Haber;Kategorizasyon
trakya birlik yonetim kurulu baskani safak kirbic sezonda bin ton aycicegi alimi gerceklestirdiklerini soyledi trakya birlik yonetim kurulu baskani safak kirbic gazetecilere yaptigi aciklamada kuraklik nedeniyle verim ve kalitede dusus yasandigini ifade etti trakya birlik olarak tahminlerinin uzerinde aycicegi alimi yaptiklarini belirten kirbic gecen yil kadar bir urun aldik yaklasik bin ton urun alimi gerceklestirdik kuraklik nedeniyle urun alim miktarinin dusebilecegini ongormustuk fakat piyasa fiyatlari bizim fiyatlarin altinda kaldigi icin ureticiler trakya birliki tercih etti aldigimiz urunlerin odemeleri yapildi yaklasik milyar lira odeme gerceklestirildi dedi kirbic ureticilerin en iyi kazanci elde etmesi icin caba sarf ettiklerini dile getirdi aycicegi ureticisinin yaninda olduklarini anlatan kirbic sunlari kaydetti onlarin urunlerini en iyi sekilde degerlenmesini saglamak birinci amacimiz en iyi fiyatin olusmasi ciftcinin en iyi parayi kazanmasi ve urunun ekiminin yapilarak surdurulebilir olmasi icin mucadelemiz var herkes bu isi para kazanmak icin yapiyor fiyatlarin dusuk oldugu donemde desteklerin yukseltilmesiyle ve farkli enstrumanlarla ciftcinin kazanc paritesi yukari cekilmeli normal kosullarda ulkemiz ihtiyacinin yaklasik ini ic uretimle karsiliyoruz ancak bu yil kuraklik nedeniyle bu oran yuzde civarinda oldu kirbic aycicegi ithalatinin azaltilmasi icin ekim alanlarinin genisletilmesi gerektigine isaret etti;teknoloji 
mersinin tarsus ilcesinde evde cikan yangin itfaiye ekipleri tarafindan sondurulurken ev kullanilmaz hale geldi alinan bilgiye gore mithatpasa mahallesi sokak numarali adreste bulunan uc katli evin rbye ait ilk katinda elektrik prizinden kaynaklandigi tahmin edilen yangin cikti cikan yangini fark eden ev sahipleri ve cevredeki vatandaslarin ihbari uzerine olay yerine intikal eden mersin buyuksehir belediyesi itfaiye ekipleri mudahale ederek yangini sondurdu maddi hasarin olustugu yanginda sans eseri yaralanan olmadi;teknoloji 
erzincanin caglayan beldesinde domuz surusu guvenlik kamerasina yansidi caglayan beldesinde sabah saatlerinde tarlalarin arasindan tek sira halinde ilerleyen domuz surusu civardaki bir isletmenin guvenlik kamerasina yansidi son yillarda caglayan civarinda domuz populasyonunun artisi gozlenirken suru ilerleyerek munzur daglarina dogru gitti;teknoloji 
istanbulda sabah saatlerinde sis etkili oldu sabah saatlerinde yuksek kesimlerde etkisini gosteren sis farkli noktalardan kaydedildi istanbulda sabaha karsi sis etkisini gosterdi sis etkisini tem otoyolu cevresinde ve istanbulun yuksek yerlerinde etkisini gosterdi sis nedeniyle yuksek binalarin tepesi ve camlica kulesinin tepesi sis bulutunda adeta kayboldu sis tem otoyolu sile otoyolu ve camlica tepesinde goruntulendi;teknoloji 
izmirin balcova ilcesinde yasindaki emekli astsubay ocaga koydugu tenceredeki yemegin yangin cikarmasi sonucu dumandan etkilenerek hayatini kaybetti olay dun aksam saatlerinde egitim mahallesi mercan sokakta meydana geldi iddiaya gore katli binanin uncu katinda yalniz yasayan emekli astsubay turgut aktas yemek yapmak icin ocaga tencere koydu bir sure sonra tencerenin alev almasi sonucu evde yangin cikti vatandaslarin ihbari uzerine adrese itfaiye saglik ve polis ekipleri sevk edildi evde cikan kucuk capli yangini sonduren itfaiye ekipleri yogun dumana maruz kalan aktasi hareketsiz sekilde yatarken buldu saglik ekiplerince ilk mudahalesi olay yerinde yapilan aktas ambulansa alinarak dokuz eylul universitesi hastanesine kaldirildi emekli astsubay doktorlarin tum mudahalesine ragmen kurtarilamadi aktasin cansiz bedeni savcinin incelemesinin ardindan izmir adli tip kurumu morguna kaldirildi turgut aktasin yil once esini kaybettigi ve bir cocuk babasi oldugu ogrenildi yanginla ilgili baslatilan sorusturmanin surdugu belirtildi;teknoloji 
abd merkez bankasi fed yilin son faiz kararini bu aksam aciklayacak politika faizinin yuzde arasinda sabit tutulmasi kesin gibi kuresel piyasalar abdde enflasyonun yavaslamaya devam etmesinin ardindan pozitif bir seyir izlerken abd merkez bankasinin fed bugun aciklayacagi yilin son faiz karari ve fed baskani jerome powellin toplanti sonrasi yapacagi aciklamalar yatirimcilarin odagina yerlesti dun abdde aciklanan tuketici fiyat endeksi tufe kasimda aylik bazda degisim gostermeyecegi yonundeki piyasa beklentilerinin aksine yuzde artarken yillik bazda yuzde artisla ongoruler dogrultusunda gerceklesti yavaslamaya devam eden yillik enflasyon ayin en dusuk seviyesini kaydetti degisken enerji ve gida fiyatlarini icermeyen cekirdek tufe ise beklentilere paralel kasimda aylik yuzde ve yillik yuzde artti bu donemde cekirdek enflasyon yillik bazda yilin en dusuk seviyesinde kalmaya devam etti faiz karari oncesi para piyasalarindaki fiyatlamalarda fedin martta faiz indirimlerine baslama ihtimali yuzde mayista baslama ihtimali ise yuzde seviyesinde bulunuyor powell ne diyecek analistler fedin art arda ucuncu ve yilin son toplantisinda politika faizinin yuzde araliginda sabit tutulmasina kesin gozuyle bakildigini belirterek fed baskani jerome powellin sozle yonlendirmelerinde bankanin gelecek donem para politikasina iliskin ipuclari aranacagini soyledi abd hazine bakani janet yellenda dun aciklamalarda bulunurken ulkede enflasyonun anlamli bir sekilde dustugunu ve fedin hedefine inmemesi icin hicbir neden goremedigini soyledi bankalarda gorunum kotulesiyor uluslararasi kredi derecelendirme kurulusu fitch ratings dun kuresel finans kuruluslarinin cogunun gorunumunun yuksek faizlere uyum saglamalari sayesinde notr oldugunu ancak abd ve cinde bankacilik sektoru gorunumunun kotulestigini bildirdi korku endeksi yilin en dusugunde ote yandan soz konusu enflasyon verilerinin ardindan abdde sp endeksindeki dalgalanmayi gosteren ve korku endeksi olarak da bilinen vix endeksi yilin en dusuk seviyesine geriledi ayrica dun aciklanan verilere gore abd federal hukumetinin butce acigi kasimda gecen yilin ayni ayina kiyasla yuzde artarak milyar dolara yukselirken analistler abdde bugun aciklanacak uretici fiyat endeksi ufe verilerin de takip edilecegini dile getirdi soz konusu gelismelerin ardindan abdnin yillik tahvil faizi yuzde seviyesinde dolar endeksi de yatay seyirle seviyesinde bulunuyor altin geriliyor dusus egilimini ust uste dorduncu islem gunune tasiyan altinin ons fiyati bugun yuzde azalisla dolardan alici buluyor petrol arzinin guclu olduguna iliskin isaretlerin artmasiyla dun yuzde duserek gunu dolardan tamamlayan brent petrolun varil fiyati yaklasik son ayin en dusuk seviyesine indi su siralarda da onceki kapanisinin yuzde altinda dolardan islem goruyor arjantinde devaluasyon uzun bir suredir ekonomik kriz yasayan arjantinde hukumet mali krizle mucadele kapsaminda arjantin pesosunu dolar karsisinda yuzde den fazla devalue edecegini ve kamu harcamalarini kisitlayacagini duyurdu diger yandan dun yazilim sirketi oraclein hisseleri sirketin gelirinin beklentilerin altinda kalmasi sonrasi yuzde yi asan deger kayiplari gorulurken petrol fiyatlarinin dusmesiyle exxon mobil ve chevronun hisseleri de yuzde in uzerinde geriledi new york borsasinda dun nasdaq endeksi yuzde sp endeksi yuzde ve dow jones endeksi yuzde artis kaydetti abdde endeks vadeli kontratlar yeni gune de pozitif bir seyirle basladi avrupadaki sinyaller olumlu avrupada dun negatif bir seyir one cikarken bugun bolge genelindeki yogun veri gundemi yatirimcilarin odagina yerlesti avrupada dun aciklanan veriler ekonomik aktiviteye dair olumlu sinyaller verdi almanyada zew ekonomik guven endeksi butce krizine ragmen avrupa merkez bankasindan ecb orta vadede faiz oranlarini dusurecegine yonelik beklentilerin artmasiyla aralikta tahminleri asarak e cikarken euro bolgesinde de e yukseldi dun alman muhendisler dernegi vdma almanyanin makine muhendisligi uretiminde bu yil icin yuzde lik ve gelecek yil icin de yuzde luk dusus beklendigini bildirdi ote yandan avrupa birligi ab komisyonu ukraynanin yeniden insasina yardimci olmak icin dondurulan rus varliklarindan elde edilen gelirlerin farkli bir hesaba aktarilmasina yonelik plan hazirladi ayrica dun fitch ratings avrupa konut piyasalarinin cogunda yilinda ilimli bir fiyat artisinin gorulmesinin beklendigini bildirdi dun almanyada dax endeksi yuzde italyada mib endeksi yuzde fransada cac endeksi yuzde ve ingilterede ftse endeksi yuzde deger kaybetti avrupada endeks vadeli kontratlar yeni gune de pozitif seyirle basladi asya piyasalarinda yeni gunde japonya haric negatif bir seyir izlenirken cin ve hong kong pay piyasalarindaki dususe emlak sektoru onculuk ediyor asya piyasalarinda karisik seyir cin hukumetinin ekonominin hangi alanlarini destekleyecegine iliskin belirsizlik sicakligini korurken analistler hukumetin sanayi politikasina oncelik verebilecegini belirtti kapanisa yakin japonyada nikkei endeksi yuzde artarken guney korede kospi endeksi yuzde cinde sanghay bilesik endeksi yuzde ve hong kongda hang seng endeksi yuzde azalis kaydetti yurt icinde dun dalgali bir seyir izleyen borsa istanbulda bist endeksi gunu yuzde deger kazanciyla puandan tamamladi dolartl dun yatay bir seyir izleyerek gunu den kapatmasinin ardindan bugun bankalararasi piyasanin acilisinda seviyesinden islem goruyor analistler bugun yurt icinde perakende satislar yurt disinda ise ingilterede sanayi uretimi ve gayrisafi yurt ici hasila gsyh avro bolgesinde sanayi uretimi abdde fedin faiz karari ve powellin aciklamalarinin yani sira ufe verilerinin takip edilecegini belirterek teknik acidan bist endeksinde ve puanin direnc ve seviyelerinin destek konumunda oldugunu kaydetti piyasalarda bugun takip edilecek veriler soyle turkiye ekim ayi perakende satislar ingiltere ekim ayi gsyih sanayi uretimi ve dis ticaret dengesi avro bolgesi ekim ayi sanayi uretimi abd kasim ayi ufe almanya ekim ayi odemeler dengesi abd fedin aralik ayi faiz karari fed baskani powellin aciklamalari;dunya 
kirikkalede sahte iran pasaportu ile yakalanan afganistan uyruklu kisi emniyetteki islemlerin ardindan sinir disi edilmek uzere geri gonderme merkezine sevk edildi kirikkale il emniyet mudurlugunce vatandaslarin huzur ve guvenligini saglamak icin yapilan calismalar suruyor edinilen bilgiye gore gocmen kacakciligiyla mucadele ve hudut kapilari sube mudurlugu ekipleri duzensiz gocle mucadele calismalari kapsaminda huzur uygulamasi gerceklestirdi sehir merkezinde gerceklestirilen uygulamada kimlik kontrolu yapilan afganistan uyruklu sahsin ibraz ettigi iran pasaportunun sahte oldugu belirlendi resmi belgede sahtecilik sucundan yasal islem yapilan kisi sinir disi edilmek uzere geri gonderme merkezine sevk edildi;dunya 
saadet partisi kocaeli milletvekili hasan bitmez tbmm kursusunde konusma yaptigi sirada bayginlik gecirdi yogun bakimda olan bitmezin saglik durumuna iliskin aciklama yapan saglik bakani fahrettin koca ana damarinin tikali oldugunu anjiyo sonrasi sonuc alinamayinca milletvekilinin kalp akciger pompasina baglandigini acikladi peki hasan bitmez kimdir saadet partisi kocaeli milletvekili hasan bitmezin hayat hikayesi haberimizde saadet partisi kocaeli milletvekili hasan bitmez tbmm kursusunde konusma yaptigi sirada bayginlik gecirdi hasan bitmez yilinda giresunun alucra ilcesinde dogdu elezher universitesi usuluddin fakultesinde egitim gordu gilmder gebze imam hatip lisesi mezunlar dernegiin kuruculugunu ve bir donem baskanligini yapti milli genclik vakfinin cesitli kademelerinde gorevlerde bulunduktan sonra yillari arasinda teskilatlanmadan sorumlu genel baskan yardimciligi gorevini yuruttu yilinda anadolu genclik dergisini kurdu ve derginin genel yayin yonetmenligini yapti yillarinda arasinda iifso international islamic federation of student organizations yonetim kurulu uyeligi ve yillari arasinda sura meclisi baskanligi gorevlerini yapti yillari arasinda yine kuruculari arasinda yer aldigi iyfo international youth formnun genel baskanlik gorevini ustlendi esam ekonomik ve sosyal arastirmalar merkezi genel merkez denetleme kurulu uyesidir isbamislam birigligi arastirmalari merkezi baskanidir halen saadet partisi genel baskan yardimcisi ve secim isleri baskanidir evli ve bir cocuk babasi olan bitmez arapca ve ingilizce bilmektedir;siyaset 
super ligde mke ankaragucucaykur rizespor macinin sonunda hakem halil umut melere saldiran aralarinda eski ankaragucu kulubu baskani faruk kocanin da bulundugu kisi tutuklandi saldirganlarin hangi suctan yargilanacagi savcilik iddianamesi ile belli olacak mac hakemleri kamu gorevlisi olarak degerlendiriliyor dolayisiyla bu nitelikte bir suclamanin yoneltilmesi mumkun hakem melerin adli tip raporu bu surecte onemli olacak saldirganlarin turk ceza kanununun kasten yaralama maddesine gore yildan yila kadar hapis cezasiyla yargilanmasi bekleniyor mke ankaragucu kulubu baskani faruk koca berabere kaldiklari caykur rizespor macinin ardindan hakem halil umut melere yumrukla saldirdi darbeyle yere dusen meler bazi kisilerce de yerde tekmelendi hakeme saldiri dunya basininda alisilmadik utanc verici ve uzucu mac sonrasi sahaya inenlerin yanisira hakeme saldiranlarin tumu hakkinda savcilik sorusturmasi baslatildi sorusturma sayili sporda siddet ve duzensizligin onlenmesine dair kanuna aykirilik ve kamu gorevlisini yerine getirdigi kamu gorevi nedeniyle yaralama suclari kapsaminda ankara bati cumhuriyet bassavciligi tarafindan yurutuluyor halil umut melerin saglik durumu nasil saldirinin bas sorumlusu olarak gorulen koca bazi saglik sorunlari nedeniyle sahadan cikarak hastaneye gitti ve tedavi gordu koca bu tedavisinin ardindan ifadesi alinarak ankara bati adliyesine sevk edildi hakeme saldirida bulunan ve gozaltina alinan kc ve sys de ankara bati adliyesine getirildi bu arada sorusturma kapsaminda koca ile kisi tutuklandi koca kulup baskanligindan ozur dileyerek istifa etti hakem melere saldiranlarin ne kadar ceza alacagi da merak ediliyor savcilik kapsamli bir sorusturma yurutuyor video kayitlarinda melerin yuzune sert bir yumrugun isabet ettigi ardindan yere yikildigin sonradan bas ve govdesine tekmeler atildigi net goruluyor yargilamanin yani sira turkiye futbol federasyonunun tff disiplin sorusturmalari da yurutulecek para ve hak mahrumiyeti cezalari da gundemde olacak sporda siddet yasasini ihlal ve hem de kamu gorevlisini yaralama sucunun soz konusu oldugu olayda spor hukukculari durumu ntvye degerlendirdi spor hukukcusu avukat emin ozkurt turk ceza kanunu cercevesinde de yaptirimi gerektiren maddenin kasten yaralama oldugunu ifade etti bu olayda ozel bir durum oldugunu belirten ozkurt bir hakeme karsi kamu gorevi nedeniyle yapildugi icin ceza yari oranda arttirilir yildan yila kadar hapis cezasi ile yargilanacaklar dedi spor hukukcusu avukat alpay kose ise hak mahrumiyeti cezasinin verilecegini dile getirerek yili gecerse zaten suresiz hale geliyor yil hak mahrumiyeti verdiginde futbol ailesi icinde baskan olmasi mumkun olmuyor ifadelerini kullandi savcilik sorusturmasinda adli tip kurumu raporu kritik onemi sahip elmacik kemigine ve gozune darbe aldigi gorulen melerin ne olcude yaralandigi kemiklerindeki kiriklarin derecesi de cezayi artirici unsur olacak iste olayli geceden one cikan kareler;teknoloji 
organize suc orgutu ve uyusturucu tacirlerine yonelik operasyonlar suruyor bu kapsamda istanbulda yeni bir operasyon duzenlendi kirmizi bultenle aranan uyusturucu finansoru muhuannad aloqlah esenlerde yakalandi icisleri bakani ali yerlikaya interpol tarafindan kirmizi bulten cikarilan uyusturucu finansoru ve organize suc orgutu uyesi muhuannad aloqlahin istanbulda yapilan kafes operasyonuyla yakalandigini bildirdi yerlikaya sosyal medya hesabindan yaptigi paylasimda uyusturucu tacirleri teror orgutleri gocmen kacakcilari ve organize suc orgutleriyle mucadelenin azim ve kararlilikla devam edecegini vurguladi bu kapsamda istanbul narkotik suclarla mucadele istihbarat ve gocmen kacakciligi ile hudut kapilari sube mudurluklerince musterek calismalar yapildigini belirten yerlikaya hakkinda interpol tarafindan kirmizi bulten cikarilan yabanci uyruklu muhuannad aloqlahin istanbul esenlerde kaldigi ev tespit edildi duzenlenen kafes operasyonuyla yakalandi bilgisini verdi operasyonu duzenleyen polisleri tebrik eden yerlikaya allah ayaklarina tas degdirmesin ulkemizi ulusal ve uluslararasi organize suc orgutlerinden zehir tacirlerinden temizlemeye kararliyiz ifadesini kullandi;dunya 
ankara eryamanda iptal edilen koprulu kavsak ve yaya gecidi projesinin bulundugu yerde otomobil carpmasi sonucu olen gamze gurelin cantasi agacta bulundu ankarada otomobil carpmasi sonucu hayatini kaybeden yasindaki gamze gurelin cantasi agacta bulundu ankara cevre yolunun etimesgut ilcesi mevkisinde eryaman semtine giriscikis yapilabilmesi icin ankara buyuksehir belediyesince planlanan koprulu kavsak ve yaya gecidi projesi sehir plancilari odasinin basvurusu uzerine ankara inci idare mahkemesince iptal edildi belediye projenin planlandigi yere bu noktada yapilacak kopru ile eryaman bolgesine giris cikisin yol guzergahina ait imar planlari sehir plancilari odasi tarafindan acilan dava sonucu iptal edilmistir tabelasi asti bolgedeki mahallenin muhtarinin tabelanin onunde basin aciklamasi yaparak karara tepki gostermesinden gun sonra ayni yerde sekreter olarak calistigi is yerine gitmek icin yolun karsisina gecmek isteyen gamze gurel cagri s yonetimindeki otomobilin carpmasi sonucu yasamini yitirdi gozaltina alinan cagri s ifadesinin ardindan ev hapsi adli kontrol sartiyla serbest birakildi burada bir ust gecit yok gamze gurelin cantasi gun sonra kaza yerine metre uzakliktaki agacta bulundu kazadan sonra kizina ait bir esya bulabilmek icin her gun olay yerinde arama yapan abbas gurel refujdeki agacta kizinin cantasi ve cep telefonu sarj aletini gorunce jandarmaya haber verdi jandarma ekibi aracin carpmasi ile firlayan cantayi once sopayla almaya calisti ancak basarili olamadi bunun uzerine bir jandarma personeli agaca tirmanip cantayi ve sarj aletini aldi jandarmadan kizinin esyalarini tutanakla teslim alan abbas gurel duygusal anlar yasadi dava acacagim gurel buranin metre ilerisinde lojmanlar var orada insanlar oturuyor benim kizim gayet normal bir sey yapmis buradan otobus duragindan inmis karsiya gecmek istemis burada bir ust gecit yok bir isik yok hicbir sey yok dedi yetkililerden bolgeye ust gecit yapilmasini isteyen gurel suclu olanlara gerekirse dava acacagim benim kizim oldu baskalarinin kizlari da olmesin diye dusunuyorum gencecik bir insan su an topragin altinda benim kizima vuran insana ev hapsi cezasi vermisler kizimin cantasini buldular cok duygulandim agladim yapacak hicbir sey yok hicbir sey diyemiyorum diye konustu;teknoloji 
istanbul bahcelievlerde seyir halindeki iett otobusunde yangin cikti bos olan otobusteki yangin itfaiye ekiplerince sonduruldu istanbulda bahcelievler basin ekspres yolu uzerinde seyir halindeki koruklu iett otobusu alev alev yandi yangin itfaiye ekiplerince sondurulurken iett otobusunun bos olmasi olasi bir faciayi onledi yangin saat siralarinda bahcelievler basin ekspres yolu uzerinde meydana geldi edinilen bilgiye gore bakirkoy istikametinde seyir halinde olan tp plakali iett otobusunun motor kisminda henuz bilinmeyen bir nedenle yangin cikti sofor dumanlari fark etmesi uzerine otobusu sag seride cekerek durumu polis ve itfaiye ekiplerine bildirdi polis ekipleri yolda guvenlik onlemi alirken itfaiye ekipleri alev alev yanan otobuse mudahale etti itfaiye ekiplerince yangin sondurulurken otobuste kimsenin olmamasi olasi bir faciaya onledi cikan yanginda koruklu otobusun yarisinda hasar meydana geldi ekipler yanginin cikis nedenine iliskin calisma baslatti;teknoloji 
meksikada uyusturucu operasyonunda kilogram fentanil ele gecirildi morfinden kat guclu olan sentetik agri kesici maddenin miligraminin bile olumcul oldugu biliniyor meksikanin chihuahua eyaletinde polisin duzenledigi operasyonda kilogram fentanil ele gecirildi meksika basininda cikan habere gore eyalete bagli uluslararasi kuzey yolu koprusunde bir araci durduran polis gizli bolmede kilogram fentanil buldu aractaki supheli gozaltina alindi eyalet savciligi olayla ilgili sorusturma baslatti fentanilin abdye gonderilmek uzere uyusturucu karteli tarafindan temin edildigi tahmin ediliyor morfinden kat guclu sentetik agrikesici olarak bilinen fentanilin yapilan tibbi calismalarda morfinden kat daha guclu oldugu ve iki miligram alindigi taktirde olumcul oldugu ortaya cikmisti abdde on binlerce kisinin olumune yol acan fentanilin neredeyse tamaminin cinden kacak olarak getirtilen kimyasallar sayesinde meksikada uretildikten sonra abdye yasa disi yollarla sokuldugu biliniyor unlu muzisyenin de olum nedeni dunyaca unlu sarkici prince nisan da yasinda iken yanlislikla asiri dozda fentanil aldigi icin hayatini kaybetmisti;teknoloji 
mke ankaragucucaykur rizespor macinin ardindan yasanan siddet olaylari spor hisselerinde sert dususe neden oldu fenerbahce hisseleri yuzde galatasaray hisseleri yuzde besiktas hisseleri yuzde dustu mke ankaragucunun istifa eden baskani faruk kocanin hakem halil umut melere attigi yumruk spor hisselerinde sert dususe neden oldu mke ankaragucucaykur rizespor macinin ardindan hakem umut melere yonelik saldiri spor hisselerine de olumsuz yansidi borsada islem goren dort buyuk kulup fenerbahce galatasaray besiktas ve trabzonsporun hisseleri dun gune sert dususle basladi ogleden sonra borsa istanbulun genelinde yasanan toparlanma egiliminin de etkisiyle spor hisseleri de bir nebze toparlandi en sert dusus fenerbahcede dunya gazetesinin derledigi habere gore fenerbahce hisseleri bir onceki gunku kapanisa gore gune yuzde dususle tlden basladi fenerbahce hisselerindeki dusus gun icerisinde daha derinlesti fenerbahce hisseleri gunu yuzde dususle tlden kapatti galatasaray hisseleri ise yuzde gerilemeyle tlden acilirken gun icerisinde en fazla toparlanan spor hissesi olduogleden sonra artiya gecen galatasaray hisseleri gunu yuzde artisla tlden kapatti besiktas hisseleri de dun gune yuzde gerilemeyle tlden basladi gun icerisinde satislarin derinlestigi besiktas hisseleri dun gunu yuzde puan kayipla tlden tamamladi dun gune yuzde luk dususle tlden baslayan trabzonspor hisseleri ise gunu yuzde dususle tlden tamamladi;teknoloji 
mali krizle bogusan arjantinde yeni hukumet devaluasyon karari aldi yerel para birimi pesonun yuzde devalue edilmesiyle dolar kurunun un uzerine cikmasi bekleniyor arjantinde hukumet mali krizle mucadele kapsaminda arjantin pesosunu dolar karsisinda yuzde den fazla devalue edecegini ve kamu harcamalarinin kisilacagini duyurdu arjantin basininda cikan haberde hukumetin pesoyu dolar karsisinda yuzde oraninda devalue edecegi ve enerji ile ulasimdaki subvansiyonlari da azaltacagi bildirildi ulkede dun yaklasik arjantin pesosu olarak kaydedilen dolar kurunun pesonun uzerini gormesi bekleniyor ciddi mali krizle bogusuyoruz arjantinin yeni devlet baskani javier mileinin ekonomi bakani luis caputo sosyal medyadan yaptigi aciklamada ciddi mali krizle bogustuklarini ve bunun asilmasi icin bir takim onlemleri devreye aldiklarini belirtti destekler azalacak caputo enerji ve ulasim subvansiyonlarinin azaltilacagini vurgulayarak enerji ve ulastirmaya yonelik subvansiyonlari azaltacagiz bugun devlet subvansiyonlar yoluyla enerji ve ulasim fiyatlarini cok dusuk tutuyor ifadesini kullandi ulkeyi zor gunler bekliyor ulkeyi zor gunlerin beklediginin altini cizen caputo birkac ay boyunca ozellikle enflasyon acisindan daha kotu olacagiz bu sekilde devam edersek hiperenflasyona gidecegimizden supheniz olmasin degerlendirmesinde bulundu ekonomi bakani caputo ulkede yoksullugun yuzde seviyelerinde oldugunu hatirlatarak hukumetin en savunmasiz sektorlere yonelik yeni sosyal yardim programlari aciklayacagini kaydetti imfden destek ote yandan uluslararasi para fonu imf baskani kristalina georgieva x sosyal medya hesabindan yaptigi paylasimda milei ve ekonomi ekibinin arjantinin onemli ekonomik zorluklarina cozum bulmak icin acikladigi kararli tedbirleri memnuniyetle karsiladigini vurguladi georgieva bunun istikrarin yeniden saglanmasi ve ulkenin ekonomik potansiyelinin yeniden insasi yonunde onemli bir adim oldugunu ifade etti yillik enflasyonun yuzde a ulastigi ulkede hukumetin butce acigini azaltmak amaciyla ulastirma ve enerjide subvansiyonlari azaltacagi ve bayindirlik islerinde de ciddi kesintiye gidecegi belirtilmisti arjantinde devlet baskanligi secimini kasimda ikinci turda kazanan javier milei aralikta yemin ederek gorevi bir onceki devlet baskani alberto fernandezten devralmisti;teknoloji 
son dakika haberi birlesmis milletler bm genel kurulu gazzede acilen insani ateskes cagrisinda bulunulan karar tasarisini hayir oyuna karsi oyla kabul etti son dakika haberi birlesmis milletler bm genel kurulu gazzede acilen insani ateskes talebinde bulunulan karar tasarisini gorusmek icin toplandi misir tarafindan ortaya koyulan ve turkiye de dahil yaklasik ulkenin es sunucusu oldugu karar tasarisi uyeli bm genel kurulunun ozel acil filistin oturumunda oylandi karar tasarisi cekimser ve hayir oyuna karsi oyla kabul edildi hayir oyu kullanan ulkeler avusturya cekya guatemala israil liberya mikronezya nauru papua yeni gine paraguay ve abd oldu kararda bm sarti ile bm genel kurulu ve guvenlik konseyinin filistin konusunda kabul ettigi tum kararlara atifta bulunuldu bm genel sekreteri antonio guterresin bm sartinin maddesini isleterek konseye gonderdigi mektup ile bm yakin dogudaki filistinli multecilere yardim ve bayindirlik ajansi unrwa genel komiseri philippe lazzarininin genel kurula gonderdigi mektuba atifta bulunulan kararda gazze seridindeki korkunc insani durum ve filistin halkinin cektigi acilara isaret edilerek tum sivil toplumlarin korunmasi gerektigi belirtildi acilen insani ateskes cagrisi yapilan kararda tum taraflara ozellikle sivilleri koruma konusunda uluslararasi hukuk uyarinca yukumluluklerini yerine getirme cagrisi yapildi kararda tum esirlerin acilen ve kosulsuz serbest birakilmasi ve insani yardima erisim saglanmasi talep edildi bm genel kurulunda ekimde gazzede insani ateskes talebinin yer aldigi karar oyla kabul edilmisti mevcut karar icin evet oyu kullanan ulke sayisinin e yukselmesi dikkati cekti abd ve avusturyanin degisiklik talepleri reddedildi bm genel kurumu oturumunda abd ve avusturyanin karar tasarisina iliskin degisiklik talepleri ise uye ulkelerce reddedildi abd karar tasarisina hamas tarafindan gerceklestirilen teror saldirilarinin ve rehin almanin kinanmasi maddesinin eklenmesini isterken avusturya da tum esirlerin serbest birakilmasi maddesine hamas ve baska gruplar tarafindan alikonan ifadesini eklemek istemisti guterres maddeyi isletmisti genel sekreter guterres gorev suresi boyunca yetkisini ilk kez kullanarak gazzedeki insani felaketin onlenmesi icin bm sartinin maddesini isletmis ve aralikta bmgkye mektup gondermisti guterres guvenlik konseyi uyelerini insani felaketin onlenmesi icin baski yapmaya cagiriyorum ve insani ateskesin ilan edilmesi talebimi tekrarliyorum bu cok acil ifadelerini kullanmisti genel sekreterin hamlesinin ardindan bmgk aralikta acil olarak toplanmis birlesip arap emirlikleri ve aralarinda turkiyenin de bulundugu dan fazla ulkenin es sunucusu oldugu ve gazzede insani ateskes talep edilen karar tasarisi duzenlenen acil oturumda oylanmisti karar tasarisi abd tarafindan veto edilmisti bmgkde ekimin ardindan cok sayida oturum duzenlenmis ve bircok karar tasarisinin veto edilmesinin ardindan gazzede catismalara acil ve uzatilmis ara verilmesi talep edilen sayili karar kasimda kabul edilmisti genel kurul ekimde de karar kabul etmisti bm genel kurulunun ekimde kabul ettigi kararda ise gazzede acil kalici ve surekli bir insani ateskes cagrisinda bulunarak catismalarin durdurulmasi istenilmisti karar cekimser ve hayir oyuna karsi oyla kabul edilmisti bm genel kurulunda her ulkenin bir oy hakki bulunuyor bm guvenlik konseyinin aksine hicbir ulkenin veto hakki bulunmuyor uluslararasi baris ve guvenligi etkileyen onemli konularda karar tasarisinin gecmesi icin te cogunluk gerekiyor baglayiciligi olmasa da genel kurul kararlarinin siyasi agirligi bulunuyor ve uluslararasi topluma guclu mesaj veriyor;siyaset 
son dakika haberi pencekilit operasyonu bolgesinde bolucu teror orgutu mensuplarinin saldirisi sonucu bir asker sehit oldu son dakika haberi milli savunma bakanligi msb pencekilit operasyonu bolgesinde bolucu teror orgutu mensuplarinin saldirisi sonucu piyade tegmen eril alperen emirin sehit oldugunu duyurdu milli savunma bakanligindan yapilan aciklamada sunlar kaydedildi pencekilit operasyonu bolgesinde bolucu teror orgutu mensuplari tarafindan yapilan saldirida kahraman silah arkadasimiz piyade tegmen eril alperen emir sehit olmustur bizleri derin bir aci ve uzuntuye bogan bu olayda hayatini kaybeden aziz sehidimize allahtan rahmet kederli ailesine turk silahli kuvvetleri ile asil milletimize bassagligi ve sabir dileriz;teknoloji 
